Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2013-149916,23-12-2013,25-12-2013,Second Class,Emily Ducich,Home Office,United States,Seattle,Washington,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,11.56,1,0.2,3.757
CA-2012-158918,20-12-2012,25-12-2012,Second Class,Arianne Irving,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Staples,17.12,4,0,7.704
CA-2014-101665,26-11-2014,02-12-2014,Standard Class,Tracy Zic,Consumer,United States,San Francisco,California,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.3416
CA-2013-155446,17-12-2013,24-12-2013,Standard Class,Tanja Norvell,Home Office,United States,San Diego,California,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,21.21,7,0,4.4541
CA-2013-144015,27-06-2013,27-06-2013,Same Day,Adam Hart,Corporate,United States,Los Angeles,California,Office Supplies,Supplies,Premier Electric Letter Opener,231.72,2,0,11.586
CA-2013-144015,27-06-2013,27-06-2013,Same Day,Adam Hart,Corporate,United States,Los Angeles,California,Office Supplies,Fasteners,OIC Binder Clips,17.9,5,0,8.95
CA-2013-144015,27-06-2013,27-06-2013,Same Day,Adam Hart,Corporate,United States,Los Angeles,California,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",12.48,2,0,5.616
CA-2013-118311,25-10-2013,29-10-2013,Standard Class,Emily Ducich,Home Office,United States,San Francisco,California,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450,5,0,162
CA-2014-127096,16-09-2014,18-09-2014,Second Class,Christopher Schild,Home Office,United States,San Francisco,California,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839
US-2011-132745,01-10-2011,05-10-2011,Standard Class,Neil Französisch,Home Office,United States,Reno,Nevada,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4.71,1,0,0
CA-2011-119144,16-11-2011,18-11-2011,First Class,Justin Deggeller,Corporate,United States,Los Angeles,California,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.968,4,0.2,-17.9928
CA-2011-119144,16-11-2011,18-11-2011,First Class,Justin Deggeller,Corporate,United States,Los Angeles,California,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3,0.15,25.1979
CA-2011-119144,16-11-2011,18-11-2011,First Class,Justin Deggeller,Corporate,United States,Los Angeles,California,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.3473
CA-2011-105648,03-03-2011,07-03-2011,Standard Class,Eva Jacobs,Consumer,United States,San Diego,California,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882
US-2012-145422,03-12-2012,07-12-2012,Standard Class,Pierre Wener,Consumer,United States,San Francisco,California,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058
CA-2014-136623,12-07-2014,17-07-2014,Standard Class,Tom Stivers,Corporate,United States,San Diego,California,Technology,Phones,Belkin iPhone and iPad Lightning Cable,71.952,6,0.2,5.3964
CA-2014-136623,12-07-2014,17-07-2014,Standard Class,Tom Stivers,Corporate,United States,San Diego,California,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.3125
CA-2014-148145,19-03-2014,24-03-2014,Standard Class,Scott Williamson,Consumer,United States,Seattle,Washington,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,46.2,4,0,21.252
CA-2014-116988,28-06-2014,30-06-2014,Second Class,Pauline Webber,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Xerox 1997,19.44,3,0,9.3312
CA-2014-116988,28-06-2014,30-06-2014,Second Class,Pauline Webber,Corporate,United States,Seattle,Washington,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.416
CA-2014-116988,28-06-2014,30-06-2014,Second Class,Pauline Webber,Corporate,United States,Seattle,Washington,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5,0,244.6155
US-2012-144771,02-10-2012,04-10-2012,First Class,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11.032,1,0.2,3.0338
US-2012-144771,02-10-2012,04-10-2012,First Class,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2,-4.641
CA-2014-128076,03-02-2014,08-02-2014,Standard Class,Bill Overfelt,Corporate,United States,San Diego,California,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58,2,0,12.6348
CA-2014-128076,03-02-2014,08-02-2014,Standard Class,Bill Overfelt,Corporate,United States,San Diego,California,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,2,0.2,10.062
CA-2014-128076,03-02-2014,08-02-2014,Standard Class,Bill Overfelt,Corporate,United States,San Diego,California,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",239.984,2,0.2,38.9974
CA-2013-112578,30-12-2013,03-01-2014,Standard Class,Frank Olsen,Consumer,United States,Sacramento,California,Office Supplies,Storage,Project Tote Personal File,14.03,1,0,4.0687
CA-2013-112578,30-12-2013,03-01-2014,Standard Class,Frank Olsen,Consumer,United States,Sacramento,California,Office Supplies,Supplies,Fiskars Spring-Action Scissors,27.96,2,0,7.2696
CA-2013-151148,13-09-2013,14-09-2013,Same Day,Philisse Overcash,Home Office,United States,Louisville,Colorado,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,146.952,3,0.2,9.1845
CA-2013-151148,13-09-2013,14-09-2013,Same Day,Philisse Overcash,Home Office,United States,Louisville,Colorado,Furniture,Chairs,"Global Stack Chair without Arms, Black",83.136,4,0.2,5.196
CA-2012-165813,20-03-2012,22-03-2012,Second Class,Bryan Mills,Consumer,United States,Salem,Oregon,Office Supplies,Storage,Portable Personal File Box,29.304,3,0.2,2.5641
CA-2013-116911,16-09-2013,21-09-2013,Standard Class,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,4,0.2,6.6352
CA-2013-116911,16-09-2013,21-09-2013,Standard Class,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128.39,3,0,259.5297
CA-2014-145765,29-05-2014,03-06-2014,Standard Class,Candace McMahon,Corporate,United States,Phoenix,Arizona,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,5,0.2,19.596
CA-2014-145765,29-05-2014,03-06-2014,Standard Class,Candace McMahon,Corporate,United States,Phoenix,Arizona,Office Supplies,Paper,Xerox 230,15.552,3,0.2,5.4432
CA-2014-145765,29-05-2014,03-06-2014,Standard Class,Candace McMahon,Corporate,United States,Phoenix,Arizona,Technology,Accessories,Logitech Gaming G510s - Keyboard,271.968,4,0.2,54.3936
CA-2011-162992,19-12-2011,21-12-2011,First Class,Bart Pistole,Corporate,United States,Los Angeles,California,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714
CA-2011-162992,19-12-2011,21-12-2011,First Class,Bart Pistole,Corporate,United States,Los Angeles,California,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,0,8.7945
CA-2011-162992,19-12-2011,21-12-2011,First Class,Bart Pistole,Corporate,United States,Los Angeles,California,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,5,0.2,72.975
CA-2011-162992,19-12-2011,21-12-2011,First Class,Bart Pistole,Corporate,United States,Los Angeles,California,Technology,Phones,Clarity 53712,211.168,4,0.2,15.8376
CA-2013-106397,08-07-2013,14-07-2013,Standard Class,Max Jones,Consumer,United States,Orem,Utah,Office Supplies,Paper,Xerox 226,12.96,2,0,6.2208
CA-2013-106397,08-07-2013,14-07-2013,Standard Class,Max Jones,Consumer,United States,Orem,Utah,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0,12.8744
US-2014-100398,20-08-2014,24-08-2014,Standard Class,Denny Ordway,Consumer,United States,Salt Lake City,Utah,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,3,0.2,37.236
CA-2014-120614,31-05-2014,05-06-2014,Standard Class,Suzanne McNair,Corporate,United States,Los Angeles,California,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096
CA-2012-127754,26-07-2012,31-07-2012,Standard Class,Cyma Kinney,Corporate,United States,Glendale,Arizona,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266.352,3,0.2,13.3176
CA-2013-167983,22-08-2013,25-08-2013,Second Class,Rachel Payne,Corporate,United States,Seattle,Washington,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10,0.2,11.704
CA-2011-153808,06-04-2011,10-04-2011,Second Class,Frank Hawley,Corporate,United States,Los Angeles,California,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0,18.447
CA-2011-153808,06-04-2011,10-04-2011,Second Class,Frank Hawley,Corporate,United States,Los Angeles,California,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.568,2,0.2,23.7684
CA-2011-153808,06-04-2011,10-04-2011,Second Class,Frank Hawley,Corporate,United States,Los Angeles,California,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,3,0,131.9868
US-2013-112396,09-02-2013,13-02-2013,Standard Class,Justin Ritter,Corporate,United States,San Francisco,California,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.5868
US-2013-112396,09-02-2013,13-02-2013,Standard Class,Justin Ritter,Corporate,United States,San Francisco,California,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151
CA-2014-163671,25-12-2014,31-12-2014,Standard Class,Dave Poirier,Corporate,United States,Meridian,Idaho,Office Supplies,Binders,GBC Instant Index System for Binding Systems,21.312,3,0.2,7.992
CA-2014-135909,14-10-2014,21-10-2014,Standard Class,Jane Waco,Corporate,United States,Sacramento,California,Technology,Accessories,Logitech Media Keyboard K200,209.94,6,0,39.8886
CA-2014-135909,14-10-2014,21-10-2014,Standard Class,Jane Waco,Corporate,United States,Sacramento,California,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2,0.2,-7.996
CA-2014-135909,14-10-2014,21-10-2014,Standard Class,Jane Waco,Corporate,United States,Sacramento,California,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,5,0.2,1906.485
CA-2013-158260,05-11-2013,09-11-2013,Standard Class,Cindy Chapman,Consumer,United States,San Diego,California,Technology,Machines,Okidata B400 Printer,686.4,2,0.2,77.22
CA-2014-101805,02-12-2014,07-12-2014,Standard Class,Sally Hughsby,Corporate,United States,Seattle,Washington,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.92,5,0.2,5.373
CA-2014-101805,02-12-2014,07-12-2014,Standard Class,Sally Hughsby,Corporate,United States,Seattle,Washington,Furniture,Furnishings,Eldon Wave Desk Accessories,70.68,12,0,31.0992
CA-2014-101805,02-12-2014,07-12-2014,Standard Class,Sally Hughsby,Corporate,United States,Seattle,Washington,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.4124
US-2012-107944,23-03-2012,25-03-2012,First Class,Alice McCarthy,Corporate,United States,Los Angeles,California,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.72,11,0,92.5056
US-2012-107944,23-03-2012,25-03-2012,First Class,Alice McCarthy,Corporate,United States,Los Angeles,California,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,3,0,86.3892
CA-2011-169642,27-07-2011,30-07-2011,Second Class,Barry Blumstein,Corporate,United States,Los Angeles,California,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",276.28,2,0,0
CA-2014-103968,02-12-2014,08-12-2014,Standard Class,Max Ludwig,Home Office,United States,Stockton,California,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9,0,107.0388
CA-2012-111038,01-12-2012,06-12-2012,Standard Class,Lindsay Castell,Home Office,United States,San Diego,California,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,2676.672,9,0.2,267.6672
CA-2013-167241,16-08-2013,23-08-2013,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,3,0,43.6842
CA-2013-167241,16-08-2013,23-08-2013,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
CA-2013-167241,16-08-2013,23-08-2013,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,Technology,Phones,AT&T 841000 Phone,165.6,3,0.2,10.35
CA-2013-167241,16-08-2013,23-08-2013,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096
CA-2013-139934,19-12-2013,21-12-2013,First Class,Andy Yotov,Corporate,United States,San Francisco,California,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.976,7,0.2,6.6976
CA-2012-109603,26-01-2012,01-02-2012,Standard Class,Elizabeth Moffitt,Corporate,United States,Moreno Valley,California,Office Supplies,Paper,Xerox 1991,182.72,8,0,84.0512
CA-2012-143616,27-09-2012,29-09-2012,Second Class,Saphhira Shifley,Corporate,United States,Seattle,Washington,Office Supplies,Art,Newell 334,99.2,5,0,25.792
CA-2012-134117,17-12-2012,19-12-2012,Second Class,Paul Gonzalez,Consumer,United States,Los Angeles,California,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,204.85,5,0,53.261
CA-2012-134117,17-12-2012,19-12-2012,Second Class,Paul Gonzalez,Consumer,United States,Los Angeles,California,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2,0.2,16.998
CA-2012-134117,17-12-2012,19-12-2012,Second Class,Paul Gonzalez,Consumer,United States,Los Angeles,California,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4,5,0,7.052
CA-2012-134117,17-12-2012,19-12-2012,Second Class,Paul Gonzalez,Consumer,United States,Los Angeles,California,Office Supplies,Binders,Avery Arch Ring Binders,92.96,2,0.2,31.374
CA-2013-159023,04-11-2013,06-11-2013,First Class,Natalie Webber,Consumer,United States,Portland,Oregon,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7,0.7,-3.465
CA-2013-159023,04-11-2013,06-11-2013,First Class,Natalie Webber,Consumer,United States,Portland,Oregon,Technology,Machines,Okidata B401 Printer,179.991,3,0.7,-251.9874
CA-2011-154592,07-12-2011,08-12-2011,First Class,Erica Hernandez,Home Office,United States,San Francisco,California,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,0,80.7912
CA-2011-128622,15-11-2011,17-11-2011,Second Class,Scott Cohen,Corporate,United States,San Francisco,California,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0,3.285
CA-2011-132913,24-12-2011,26-12-2011,First Class,Adam Shillingsburg,Consumer,United States,San Diego,California,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,13.97,1,0,3.6322
CA-2011-126480,20-09-2011,24-09-2011,Standard Class,Henry Goldwyn,Corporate,United States,San Diego,California,Office Supplies,Paper,Xerox 1900,8.56,2,0,3.852
CA-2014-159226,26-04-2014,28-04-2014,Second Class,Rob Lucas,Consumer,United States,Los Angeles,California,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.981,7,0.15,28.4102
US-2014-139577,02-10-2014,07-10-2014,Standard Class,Tanja Norvell,Home Office,United States,San Francisco,California,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,5,0,21.9975
CA-2011-133389,22-06-2011,22-06-2011,Same Day,Toby Braunhardt,Consumer,United States,Phoenix,Arizona,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324
CA-2012-102855,05-04-2012,06-04-2012,Same Day,Jennifer Ferguson,Consumer,United States,Spokane,Washington,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,6,0,26.3934
CA-2012-102855,05-04-2012,06-04-2012,Same Day,Jennifer Ferguson,Consumer,United States,Spokane,Washington,Office Supplies,Art,Dixon Ticonderoga Pencils,23.84,8,0,6.4368
CA-2014-143084,19-03-2014,23-03-2014,Standard Class,Barry Pond,Corporate,United States,Los Angeles,California,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0,3.753
CA-2014-143084,19-03-2014,23-03-2014,Standard Class,Barry Pond,Corporate,United States,Los Angeles,California,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5,0,9.312
CA-2013-131639,18-12-2013,24-12-2013,Standard Class,Noel Staavos,Corporate,United States,Carlsbad,New Mexico,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,13.488,2,0.2,4.3836
CA-2013-131639,18-12-2013,24-12-2013,Standard Class,Noel Staavos,Corporate,United States,Carlsbad,New Mexico,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,1,0.2,3.8529
CA-2013-161361,27-03-2013,29-03-2013,Second Class,Mark Van Huff,Consumer,United States,Pocatello,Idaho,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,0,8.6436
CA-2013-161361,27-03-2013,29-03-2013,Second Class,Mark Van Huff,Consumer,United States,Pocatello,Idaho,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",17.04,3,0.2,5.538
US-2013-141880,23-08-2013,24-08-2013,First Class,Tony Chapman,Home Office,United States,Fort Collins,Colorado,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,0.2,9.8328
CA-2014-128041,02-09-2014,02-09-2014,Same Day,Rick Wilson,Corporate,United States,Seattle,Washington,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,314.6,4,0,103.818
CA-2014-128041,02-09-2014,02-09-2014,Same Day,Rick Wilson,Corporate,United States,Seattle,Washington,Furniture,Tables,KI Conference Tables,283.56,4,0,45.3696
CA-2011-138177,19-09-2011,24-09-2011,Standard Class,Neil Ducich,Corporate,United States,Chandler,Arizona,Furniture,Tables,Hon 2111 Invitation Series Straight Table,73.915,1,0.5,-45.8273
CA-2012-168760,22-09-2012,26-09-2012,Second Class,Muhammed MacIntyre,Corporate,United States,Los Angeles,California,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888
CA-2013-168830,08-11-2013,14-11-2013,Standard Class,Marina Lichtenstein,Corporate,United States,San Francisco,California,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898
CA-2014-137463,17-12-2014,21-12-2014,Second Class,Kalyca Meade,Corporate,United States,Sunnyvale,California,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,5.984,2,0.2,2.244
CA-2014-137463,17-12-2014,21-12-2014,Second Class,Kalyca Meade,Corporate,United States,Sunnyvale,California,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,5,0,45.588
CA-2014-137463,17-12-2014,21-12-2014,Second Class,Kalyca Meade,Corporate,United States,Sunnyvale,California,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5,0,31.4895
CA-2014-137463,17-12-2014,21-12-2014,Second Class,Kalyca Meade,Corporate,United States,Sunnyvale,California,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,0,8.6855
CA-2014-137463,17-12-2014,21-12-2014,Second Class,Kalyca Meade,Corporate,United States,Sunnyvale,California,Office Supplies,Labels,Avery 475,44.4,3,0,22.2
CA-2012-165554,18-05-2012,22-05-2012,Standard Class,Anthony Jacobs,Corporate,United States,Los Angeles,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0,5.3214
CA-2011-141838,26-03-2011,31-03-2011,Second Class,Damala Kotsonis,Corporate,United States,San Francisco,California,Office Supplies,Art,Newell 308,3.36,2,0,0.84
CA-2011-141838,26-03-2011,31-03-2011,Second Class,Damala Kotsonis,Corporate,United States,San Francisco,California,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284
CA-2011-141838,26-03-2011,31-03-2011,Second Class,Damala Kotsonis,Corporate,United States,San Francisco,California,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,28.784,2,0.2,2.8784
CA-2014-117009,23-09-2014,29-09-2014,Standard Class,Berenike Kampe,Consumer,United States,Santa Ana,California,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,0,6.1488
CA-2012-128993,12-09-2012,17-09-2012,Second Class,Craig Carreira,Consumer,United States,Seattle,Washington,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,21.98,2,0,8.5722
CA-2012-149097,20-10-2012,24-10-2012,Standard Class,Stewart Visinsky,Consumer,United States,Los Angeles,California,Furniture,Furnishings,Nu-Dell Oak Frame,74.76,7,0,23.9232
CA-2012-149097,20-10-2012,24-10-2012,Standard Class,Stewart Visinsky,Consumer,United States,Los Angeles,California,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,0.2,27.3582
CA-2013-132304,15-06-2013,19-06-2013,Standard Class,Anthony Rawles,Corporate,United States,Seattle,Washington,Furniture,Tables,Hon Non-Folding Utility Tables,1115.17,7,0,334.551
CA-2012-136420,20-11-2012,21-11-2012,First Class,Chris Selesnick,Corporate,United States,San Diego,California,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",89.696,4,0.2,33.636
CA-2012-136420,20-11-2012,21-11-2012,First Class,Chris Selesnick,Corporate,United States,San Diego,California,Office Supplies,Labels,Avery 485,50.12,4,0,23.5564
CA-2013-106278,03-09-2013,06-09-2013,Second Class,Becky Martin,Consumer,United States,Des Moines,Washington,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997
CA-2013-106278,03-09-2013,06-09-2013,Second Class,Becky Martin,Consumer,United States,Des Moines,Washington,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,0,30.9918
CA-2014-166898,12-09-2014,14-09-2014,Second Class,Ken Heidel,Corporate,United States,Santa Ana,California,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,17.994
CA-2014-166898,12-09-2014,14-09-2014,Second Class,Ken Heidel,Corporate,United States,Santa Ana,California,Office Supplies,Paper,Xerox 192,19.44,3,0,9.3312
CA-2013-126102,11-09-2013,13-09-2013,Second Class,Dianna Vittorini,Consumer,United States,Los Angeles,California,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,0.2,89.9548
CA-2013-135461,07-02-2013,10-02-2013,Second Class,Erica Bern,Corporate,United States,Los Angeles,California,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975
US-2013-155971,07-06-2013,13-06-2013,Standard Class,Ross Baird,Home Office,United States,Los Angeles,California,Office Supplies,Labels,Avery 488,22.05,7,0,10.584
US-2013-155971,07-06-2013,13-06-2013,Standard Class,Ross Baird,Home Office,United States,Los Angeles,California,Office Supplies,Paper,Xerox Blank Computer Paper,99.9,5,0,46.953
CA-2014-122007,19-03-2014,21-03-2014,Second Class,Jason Klamczynski,Corporate,United States,Los Angeles,California,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.3494
CA-2014-162250,25-11-2014,25-11-2014,Same Day,Patrick Ryan,Consumer,United States,San Francisco,California,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",7.78,1,0,3.501
CA-2012-157028,28-11-2012,03-12-2012,Standard Class,Michelle Arnett,Home Office,United States,Las Cruces,New Mexico,Office Supplies,Art,BIC Brite Liner Highlighters,8.28,2,0,3.4776
US-2014-147655,05-09-2014,06-09-2014,First Class,Aaron Smayling,Corporate,United States,Redmond,Oregon,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,7,0.7,-58.716
CA-2012-157805,31-08-2012,04-09-2012,Standard Class,Rick Huthwaite,Home Office,United States,San Diego,California,Technology,Phones,Toshiba IPT2010-SD IP Telephone,555.96,5,0.2,41.697
CA-2014-123029,01-10-2014,03-10-2014,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2,0,47.994
US-2014-166688,21-05-2014,27-05-2014,Standard Class,Rick Duston,Consumer,United States,Las Vegas,Nevada,Office Supplies,Binders,Wilson Jones Impact Binders,8.288,2,0.2,3.0044
US-2014-166688,21-05-2014,27-05-2014,Standard Class,Rick Duston,Consumer,United States,Las Vegas,Nevada,Technology,Phones,Motorola L703CM,1123.128,9,0.2,70.1955
US-2014-166688,21-05-2014,27-05-2014,Standard Class,Rick Duston,Consumer,United States,Las Vegas,Nevada,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,64.9,5,0,18.821
US-2012-106873,24-09-2012,29-09-2012,Second Class,Kunst Miller,Consumer,United States,Avondale,Arizona,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2,0.2,2.3686
US-2012-106873,24-09-2012,29-09-2012,Second Class,Kunst Miller,Consumer,United States,Avondale,Arizona,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,23.2,2,0.2,1.45
US-2012-106873,24-09-2012,29-09-2012,Second Class,Kunst Miller,Consumer,United States,Avondale,Arizona,Office Supplies,Art,Newell 317,16.464,7,0.2,1.8522
CA-2011-102645,24-01-2011,29-01-2011,Standard Class,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,Office Supplies,Paper,Xerox 195,40.08,6,0,19.2384
CA-2013-100300,25-06-2013,27-06-2013,Second Class,Max Jones,Consumer,United States,San Diego,California,Technology,Machines,Okidata MB760 Printer,4476.8,4,0.2,503.64
CA-2013-100300,25-06-2013,27-06-2013,Second Class,Max Jones,Consumer,United States,San Diego,California,Office Supplies,Paper,Xerox 189,104.85,1,0,50.328
CA-2013-100300,25-06-2013,27-06-2013,Second Class,Max Jones,Consumer,United States,San Diego,California,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0,72.432
US-2013-155768,02-12-2013,02-12-2013,Same Day,Laurel Beltran,Home Office,United States,Oxnard,California,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0,1.598
US-2013-155768,02-12-2013,02-12-2013,Same Day,Laurel Beltran,Home Office,United States,Oxnard,California,Office Supplies,Paper,Xerox 1886,47.9,1,0,22.992
